"Title","Price","ImageURL","URL","Time"
"Logo Shirt, Red","$18","http://www.shirts4mike.com/img/shirts/shirt-101.jpg","http://www.shirts4mike.com/shirt.php?id=101","2016-10-02 14:59:41"
"Mike the Frog Shirt, Black","$20","http://www.shirts4mike.com/img/shirts/shirt-102.jpg","http://www.shirts4mike.com/shirt.php?id=102","2016-10-02 14:59:41"
"Mike the Frog Shirt, Blue","$20","http://www.shirts4mike.com/img/shirts/shirt-103.jpg","http://www.shirts4mike.com/shirt.php?id=103","2016-10-02 14:59:41"
"Logo Shirt, Green","$18","http://www.shirts4mike.com/img/shirts/shirt-104.jpg","http://www.shirts4mike.com/shirt.php?id=104","2016-10-02 14:59:41"
"Mike the Frog Shirt, Yellow","$25","http://www.shirts4mike.com/img/shirts/shirt-105.jpg","http://www.shirts4mike.com/shirt.php?id=105","2016-10-02 14:59:41"
"Logo Shirt, Gray","$20","http://www.shirts4mike.com/img/shirts/shirt-106.jpg","http://www.shirts4mike.com/shirt.php?id=106","2016-10-02 14:59:41"
"Logo Shirt, Teal","$20","http://www.shirts4mike.com/img/shirts/shirt-107.jpg","http://www.shirts4mike.com/shirt.php?id=107","2016-10-02 14:59:41"
"Mike the Frog Shirt, Orange","$25","http://www.shirts4mike.com/img/shirts/shirt-108.jpg","http://www.shirts4mike.com/shirt.php?id=108","2016-10-02 14:59:41"
